Mfr Name,Division,Model,Mfr Model Index,Engine Displacement (liters), Cylinders,Transmission, Gears,City Mileage (mpg),Highway Mileage (mpg),Combined Mileage (mpg),Hybrid or Guzzler?,Air Aspiration Method,Transmission Desc,Drive Wheels,Fuel Usage,Fuel Metering System
Volkswagen Group,Audi,A8L,68,3,6,A,8,19,29,22,No,Supercharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Audi,A8L,69,4,8,A,8,18,29,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,330i xDrive Gran Turismo,326,2,4,A,8,23,33,26,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,340i xDrive Gran Turismo,343,3,6,A,8,20,30,24,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,535i Gran Turismo,540,3,6,A,8,19,27,22,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,535i xDrive Gran Turismo,541,3,6,A,8,18,26,21,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,550i xDrive Gran Turismo,555,4.4,8,A,8,15,24,18,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,740i,741,3,6,A,8,21,29,24,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,740i xDrive,742,3,6,A,8,19,28,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,750i,750,4.4,8,A,8,17,26,20,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,750i xDrive,753,4.4,8,A,8,16,25,19,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,Alpina B7 xDrive,757,4.4,8,A,8,16,24,18,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,M760i xDrive,760,6.6,12,A,8,13,20,16,Guzzler Tax,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X1 sDrive28i,152,2,4,A,8,23,32,26,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X1 xDrive28i,150,2,4,A,8,22,31,25,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Cadillac,CT6,178,2,4,A,8,22,30,25,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
General Motors,Cadillac,CT6 AWD,211,3,6,A,8,18,26,21,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
General Motors,Cadillac,CT6 AWD,188,3.6,6,A,8,18,27,21,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Cadillac,XTS,110,3.6,6,A,6,18,28,22,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Cadillac,XTS AWD,157,3.6,6,A,6,16,23,18,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Cadillac,XTS AWD,156,3.6,6,A,6,17,26,20,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,IMPALA,31,2.5,4,A,6,22,30,25,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,IMPALA,167,3.6,6,A,6,19,28,22,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,IMPALA,111,3.6,6,A,6,18,28,22,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,SS,256,6.2,8,A,6,14,22,16,Guzzler Tax,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
General Motors,Chevrolet,SS,257,6.2,8,M,6,14,22,17,Guzzler Tax,Naturally Aspirated,Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Chrysler,300,693,3.6,6,A,8,19,30,23,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Chrysler,300,692,3.6,6,A,8,19,30,23,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Chrysler,300,741,5.7,8,A,8,16,25,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Mid Grade Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Chrysler,300 AWD,695,3.6,6,A,8,18,27,21,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Chrysler,300 AWD,694,3.6,6,A,8,18,27,21,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Dodge,Charger,708,3.6,6,A,8,19,30,23,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Dodge,Charger,707,3.6,6,A,8,19,30,23,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Dodge,Charger,743,5.7,8,A,8,16,25,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Mid Grade Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Dodge,Charger,744,6.4,8,A,8,15,25,18,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Dodge,Charger AWD,748,3.6,6,A,8,18,27,21,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Dodge,Charger AWD,710,3.6,6,A,8,18,27,21,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Dodge,Charger SRT,745,6.2,8,A,8,13,22,16,Guzzler Tax,Supercharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Dodge,Charger SRT,746,6.4,8,A,8,15,25,18,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,C-MAX Hybrid FWD,263,2,4,C,0,42,38,40,Hybrid,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,TAURUS AWD,287,3.5,6,A,6,17,24,19,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,TAURUS AWD,289,3.5,6,A,6,16,24,19,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,TAURUS AWD FFV,285,3.5,6,A,6,17,24,19,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,TAURUS FWD,284,2,4,A,6,20,29,23,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,TAURUS FWD,288,3.5,6,A,6,18,27,21,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,TAURUS FWD FFV,286,3.5,6,A,6,18,27,21,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Hyundai,Genesis,G80 AWD,17,3.8,6,A,8,16,25,19,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Genesis,G80 RWD,16,3.8,6,A,8,18,28,22,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Genesis,G80 RWD,18,5,8,A,8,15,23,18,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Genesis,G90 AWD,38,3.3,6,A,8,17,24,20,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Genesis,G90 AWD,40,5,8,A,8,15,23,18,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Genesis,G90 RWD,39,3.3,6,A,8,17,24,20,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Genesis,G90 RWD,41,5,8,A,8,16,24,19,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,CIVIC 5Dr,27,1.5,4,C,0,31,40,34,No,Turbocharged,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,CIVIC 5Dr,26,1.5,4,M,6,30,39,33,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,CIVIC 5Dr - Type R,54,2,4,M,6,22,28,25,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,CIVIC 5Dr Sport,28,1.5,4,C,0,30,36,32,No,Turbocharged,Continuously Variable,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,CIVIC 5Dr Sport,34,1.5,4,M,6,30,39,33,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Azera,44,3.3,6,A,6,20,28,23,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Azera Limited,43,3.3,6,A,6,19,28,22,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Ioniq,53,1.6,4,A,6,55,54,55,Hybrid,Naturally Aspirated,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Ioniq Blue,54,1.6,4,A,6,57,59,58,Hybrid,Naturally Aspirated,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Sonata,28,1.6,4,A,7,28,36,31,No,Turbocharged,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Sonata,29,2,4,A,6,22,31,26,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Sonata,31,2.4,4,A,6,25,36,29,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Sonata Limited,30,2,4,A,6,21,30,24,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Hyundai,Sonata SPORT/LIMITED,32,2.4,4,A,6,25,35,28,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Jaguar Land Rover L,Jaguar,XJ,354,3,6,A,8,18,27,21,No,Supercharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Jaguar Land Rover L,Jaguar,XJ,352,5,8,A,8,15,23,18,No,Supercharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Jaguar Land Rover L,Jaguar,XJ AWD,355,3,6,A,8,17,26,20,No,Supercharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Jaguar Land Rover L,Jaguar,XJL,362,3,6,A,8,18,27,21,No,Supercharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Jaguar Land Rover L,Jaguar,XJL,353,5,8,A,8,15,23,18,No,Supercharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Jaguar Land Rover L,Jaguar,XJL AWD,356,3,6,A,8,17,25,20,No,Supercharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Cadenza,26,3.3,6,A,8,20,28,23,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Forte5,29,1.6,4,A,7,25,30,27,No,Turbocharged,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Forte5,30,1.6,4,M,6,23,29,25,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Forte5,28,2,4,A,6,25,34,28,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,K900,20,3.8,6,A,8,17,25,20,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,K900,21,5,8,A,8,15,23,18,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Optima,38,1.6,4,A,7,28,37,31,No,Turbocharged,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Optima,39,2,4,A,6,22,31,25,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Optima,41,2.4,4,A,6,24,34,28,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Optima FE,40,2.4,4,A,6,25,36,29,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Lincoln,CONTINENTAL AWD,160,2.7,6,A,6,17,25,20,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Lincoln,CONTINENTAL AWD,158,3,6,A,6,16,24,19,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Lincoln,CONTINENTAL AWD,164,3.7,6,A,6,16,24,19,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Lincoln,CONTINENTAL FWD,162,2.7,6,A,6,18,27,21,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Lincoln,CONTINENTAL FWD,163,3.7,6,A,6,17,26,20,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Maserati,Maserati,QUATTROPORTE GTS,30,3.8,8,A,8,15,22,17,Guzzler Tax,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Maserati,Maserati,QUATTROPORTE S,37,3,6,A,8,16,23,18,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Maserati,Maserati,QUATTROPORTE SQ4 V6,33,3,6,A,8,16,23,18,No,Turbocharged,Automatic,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC,205,5.5,8,A,7,15,23,18,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,AMG S 65,208,6,12,A,7,13,22,16,Guzzler Tax,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Mercedes-Benz,Mercedes-Benz,Maybach S 600,203,6,12,A,7,13,21,16,Guzzler Tax,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Mercedes-Benz,Mercedes-Benz,S 550,202,4.7,8,A,9,18,26,21,No,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,S 550 4MATIC,207,4.7,8,A,9,16,25,20,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,S 550 4MATIC Maybach,326,4.7,8,A,9,16,24,19,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,S 600,204,6,12,A,7,13,22,16,Guzzler Tax,Turbocharged,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Porsche,Porsche,Panamera,601,3,6,A,8,21,28,24,No,Turbocharged,Automated Manual,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Porsche,Porsche,Panamera 4,606,3,6,A,8,21,27,23,No,Turbocharged,Automated Manual,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Porsche,Porsche,Panamera 4 Executive,607,3,6,A,8,21,27,23,No,Turbocharged,Automated Manual,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Porsche,Porsche,Panamera 4S,616,2.9,6,A,8,21,28,23,No,Turbocharged,Automated Manual,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Porsche,Porsche,Panamera 4S Executive,617,2.9,6,A,8,21,28,23,No,Turbocharged,Automated Manual,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Porsche,Porsche,Panamera Turbo,631,4,8,A,8,18,25,21,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Porsche,Porsche,Panamera Turbo Executive,632,4,8,A,8,18,25,21,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
BMW,Rolls-Royce,Ghost,5,6.6,12,A,8,12,19,14,Guzzler Tax,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,Rolls-Royce,Ghost EWB,6,6.6,12,A,8,12,19,14,Guzzler Tax,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,Rolls-Royce,Phantom,1,6.7,12,A,8,11,19,14,Guzzler Tax,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,Rolls-Royce,Phantom EWB,2,6.7,12,A,8,11,19,14,Guzzler Tax,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Audi,A4 allroad quattro,11,2,4,A,7,23,28,25,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,328d xDrive Sports Wagon,348,2,4,A,8,30,40,34,No,Turbocharged,Automatic - Selectable,All Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",CRDI (Common Rail Direct Diesel Injection)
BMW,BMW,330i xDrive Sports Wagon,323,2,4,A,8,23,33,26,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,SONIC 5,120,1.4,4,A,6,27,36,30,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
General Motors,Chevrolet,SONIC 5,122,1.4,4,M,6,28,38,32,No,Turbocharged,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
General Motors,Chevrolet,SONIC 5,26,1.8,4,A,6,24,34,28,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
General Motors,Chevrolet,SONIC 5,28,1.8,4,M,5,25,33,28,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Fiat,500L,20,1.4,4,A,6,22,30,25,No,Turbocharged,Automatic,Front Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Honda,Honda,FIT,17,1.5,4,C,0,33,40,36,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,FIT,18,1.5,4,C,0,32,37,34,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,FIT,19,1.5,4,M,6,29,36,32,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Honda,Honda,HR-V AWD,32,1.8,4,C,0,27,31,29,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Honda,Honda,HR-V AWD,33,1.8,4,C,0,27,31,29,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Honda,Honda,HR-V FWD,30,1.8,4,C,0,28,34,31,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Honda,Honda,HR-V FWD,31,1.8,4,C,0,28,34,31,No,Naturally Aspirated,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Honda,Honda,HR-V FWD,29,1.8,4,M,6,25,33,28,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Infiniti,QX50,156,3.7,6,A,7,17,24,20,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Nissan,Infiniti,QX50 AWD,157,3.7,6,A,7,17,24,20,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),MFI (Multipoint/sequential fuel injection)
Hyundai,Kia,Niro,43,1.6,4,A,6,51,46,49,Hybrid,Naturally Aspirated,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Niro FE,44,1.6,4,A,6,52,49,50,Hybrid,Naturally Aspirated,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Niro Touring,45,1.6,4,A,6,46,40,43,Hybrid,Naturally Aspirated,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Soul,42,1.6,4,A,7,26,31,28,No,Turbocharged,Automated Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Soul,34,1.6,4,A,6,25,30,27,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Hyundai,Kia,Soul,36,1.6,4,M,6,24,30,27,No,Naturally Aspirated,Manual,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
