Mfr Name,Division,Model,Mfr Model Index,Engine Displacement (liters), Cylinders,Transmission, Gears,City Mileage (mpg),Highway Mileage (mpg),Combined Mileage (mpg),Hybrid or Guzzler?,Air Aspiration Method,Transmission Desc,Drive Wheels,Fuel Usage,Fuel Metering System
Ford Motor Company,Lincoln,MKC  AWD,133,2.3,4,A,6,18,25,21,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Lincoln,MKX AWD,261,2.7,6,A,6,17,24,19,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Lincoln,MKX AWD,262,3.7,6,A,6,16,23,19,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Mazda,Mazda,CX-5 4WD,23,2.5,4,A,6,23,29,26,No,Naturally Aspirated,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Mazda,Mazda,CX-9 4WD,21,2.5,4,A,6,20,26,23,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,AMG GLC 43 4MATIC,310,3,6,A,9,18,24,20,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,AMG GLC 43 4MATIC (coupe),311,3,6,A,9,18,24,20,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,GLA 250 4MATIC,35,2,4,A,7,23,31,26,No,Turbocharged,Automated Manual,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,GLA 250 4MATIC,505,2,4,A,7,23,31,26,No,Turbocharged,Automated Manual,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,GLC 300 4MATIC,112,2,4,A,9,21,28,24,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,GLC 300 4MATIC (Coupe),130,2,4,A,9,22,27,24,No,Turbocharged,Automatic,4 Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Mitsubishi,Mitsubishi,OUTLANDER 4WD,212,2.4,4,C,0,24,29,26,No,Naturally Aspirated,Continuously Variable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Mitsubishi,Mitsubishi,OUTLANDER 4WD,214,3,6,A,6,20,27,23,No,Naturally Aspirated,Automatic - Selectable,4 Wheel Drive,Gasoline (Premium Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Mitsubishi,Mitsubishi,OUTLANDER SPORT 4WD,224,2,4,C,0,23,29,26,No,Naturally Aspirated,Continuously Variable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Mitsubishi,Mitsubishi,OUTLANDER SPORT 4WD,226,2.4,4,C,0,22,27,24,No,Naturally Aspirated,Continuously Variable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Nissan,PATHFINDER 4WD,592,3.5,6,C,0,19,26,22,No,Naturally Aspirated,Continuously Variable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,PATHFINDER 4WD PLATINUM,593,3.5,6,C,0,19,26,21,No,Naturally Aspirated,Continuously Variable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,ROGUE AWD,82,2.5,4,C,0,25,32,27,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Nissan,ROGUE AWD Hybrid,783,2,4,C,0,31,34,33,Hybrid,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Porsche,Porsche,Macan,301,2,4,A,7,20,25,22,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Porsche,Porsche,Macan GTS,312,3,6,A,7,17,23,19,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Porsche,Porsche,Macan S,311,3,6,A,7,17,23,19,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Porsche,Porsche,Macan Turbo,321,3.6,6,A,7,17,23,19,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Porsche,Porsche,Macan Turbo Kit,323,3.6,6,A,7,17,23,19,No,Turbocharged,Automated Manual,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Subaru,Subaru,CROSSTREK,15,2,4,C,0,26,33,29,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Subaru,Subaru,CROSSTREK,14,2,4,M,5,23,30,26,No,Naturally Aspirated,Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Subaru,Subaru,FORESTER,20,2,4,C,0,23,27,25,No,Turbocharged,Continuously Variable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Subaru,Subaru,FORESTER,18,2.5,4,C,0,26,32,28,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Subaru,Subaru,FORESTER,16,2.5,4,M,6,22,28,24,No,Naturally Aspirated,Manual,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Subaru,Subaru,OUTBACK,19,2.5,4,C,0,25,32,28,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Subaru,Subaru,OUTBACK,21,3.6,6,C,0,20,27,22,No,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,RAV4 AWD,94,2.5,4,A,6,22,28,25,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,RAV4 HYBRID AWD,107,2.5,4,C,0,34,30,32,Hybrid,Naturally Aspirated,Continuously Variable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,RAV4 Limited AWD/SE AWD,95,2.5,4,A,6,22,28,24,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Volkswagen Group,Volkswagen,Tiguan 4Motion,20,2,4,A,6,20,24,21,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volvo,Volvo,XC60 AWD,114,2,4,A,8,20,29,23,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volvo,Volvo,XC60 AWD,99,2,4,A,8,20,27,22,No,Turbocharged+Supercharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
BMW,BMW,X5 sDrive35i,574,3,6,A,8,18,25,21,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X6 sDrive35i,674,3,6,A,8,18,25,21,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Buick,ENCLAVE FWD,551,3.6,6,A,6,15,22,18,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Cadillac,ESCALADE 2WD,566,6.2,8,A,8,15,22,17,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,C1500 SUBURBAN 2WD,625,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,C1500 SUBURBAN 2WD,598,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,C1500 TAHOE 2WD,624,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,C1500 TAHOE 2WD,597,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,TRAVERSE FWD,552,3.6,6,A,6,15,22,18,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
FCA US LLC,Dodge,Durango RWD,764,3.6,6,A,8,19,26,21,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Dodge,Durango RWD,503,5.7,8,A,8,14,22,17,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Mid Grade Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,Expedition 2WD,245,3.5,6,A,6,15,21,18,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,Expedition EL 2WD,249,3.5,6,A,6,15,20,17,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,EXPLORER FFV 2WD,201,3.5,6,A,6,17,24,20,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,EXPLORER FWD,197,2.3,4,A,6,19,27,22,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,EXPLORER FWD,199,3.5,6,A,6,17,24,20,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,Flex FWD,266,3.5,6,A,6,16,23,19,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
General Motors,GMC,ACADIA FWD,512,2.5,4,A,6,21,26,23,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,ACADIA FWD,518,3.6,6,A,6,18,25,21,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,ACADIA LIMITED FWD,553,3.6,6,A,6,15,22,18,No,Naturally Aspirated,Automatic,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,C1500 YUKON 2WD,627,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,C1500 YUKON 2WD,601,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,C1500 YUKON 2WD,569,6.2,8,A,8,15,22,17,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,C1500 YUKON XL 2WD,628,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,C1500 YUKON XL 2WD,602,5.3,8,A,6,16,23,19,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,C1500 YUKON XL 2WD,570,6.2,8,A,8,15,22,17,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Nissan,Infiniti,QX60 FWD Hybrid,691,2.5,4,C,0,25,27,26,Hybrid,Supercharged,Continuously Variable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Nissan,Infiniti,QX80 2WD,381,5.6,8,A,7,14,20,16,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
FCA US LLC,Jeep,Grand Cherokee 4X2,756,3.6,6,A,8,19,26,21,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Lincoln,MKT FWD,271,3.7,6,A,6,16,24,19,No,Naturally Aspirated,Automatic - Selectable,Front Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Lincoln,Navigator 2WD,246,3.5,6,A,6,15,21,17,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Lincoln,Navigator L 2WD,251,3.5,6,A,6,15,20,17,No,Turbocharged,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Mercedes-Benz,Mercedes-Benz,GLE 350,401,3.5,6,A,7,18,23,20,No,Naturally Aspirated,Automatic,Rear Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Nissan,Nissan,ARMADA 2WD,282,5.6,8,A,7,14,19,16,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Toyota,Toyota,4RUNNER 2WD,68,4,6,A,5,17,21,18,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Toyota,Toyota,SEQUOIA 2WD,11,5.7,8,A,6,13,17,15,No,Naturally Aspirated,Automatic - Selectable,Rear Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Volvo,Volvo,XC90 FWD,50,2,4,A,8,22,26,24,No,Turbocharged,Automatic - Selectable,Front Wheel Drive,Gasoline (Premium Unleaded Required),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Audi,Q7,6,2,4,A,8,20,25,22,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Volkswagen Group,Audi,Q7,1,3,6,A,8,19,25,21,No,Supercharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDPI (Spark Ignition direct & ported injection)
Volkswagen Group,Bentley,Bentayga,78,6,12,A,8,12,19,15,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDPI (Spark Ignition direct & ported injection)
BMW,BMW,X5 M,590,4.4,8,A,8,14,19,16,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X5 xDrive 35d,570,3,6,A,8,23,29,25,No,Turbocharged,Automatic - Selectable,All Wheel Drive,"Diesel, ultra low sulfur (15 ppm, maximum)",CRDI (Common Rail Direct Diesel Injection)
BMW,BMW,X5 xDrive35i,571,3,6,A,8,18,24,20,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X5 xDrive50i,572,4.4,8,A,8,15,21,17,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X6 M,690,4.4,8,A,8,14,19,16,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X6 xDrive35i,671,3,6,A,8,18,24,20,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
BMW,BMW,X6 xDrive50i,672,4.4,8,A,8,15,21,17,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Premium Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Buick,ENCLAVE AWD,559,3.6,6,A,6,15,22,17,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Cadillac,ESCALADE 4WD,572,6.2,8,A,8,15,20,17,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,K1500 SUBURBAN 4WD,633,5.3,8,A,6,15,22,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,K1500 SUBURBAN 4WD,590,5.3,8,A,6,15,22,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,K1500 TAHOE 4WD,632,5.3,8,A,6,16,22,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,K1500 TAHOE 4WD,589,5.3,8,A,6,16,22,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,Chevrolet,TRAVERSE AWD,560,3.6,6,A,6,15,22,17,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
FCA US LLC,Dodge,Durango AWD,765,3.6,6,A,8,18,25,21,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
FCA US LLC,Dodge,Durango AWD,504,5.7,8,A,8,14,22,17,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Mid Grade Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,Expedition 4WD,248,3.5,6,A,6,15,20,17,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,Expedition EL 4WD,250,3.5,6,A,6,15,19,16,No,Turbocharged,Automatic - Selectable,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,EXPLORER AWD,196,2.3,4,A,6,18,25,21,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,EXPLORER AWD,202,3.5,6,A,6,16,22,18,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,EXPLORER AWD,198,3.5,6,A,6,16,23,19,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,EXPLORER FFV AWD,200,3.5,6,A,6,16,23,19,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
Ford Motor Company,Ford,FLEX AWD,267,3.5,6,A,6,15,21,17,No,Turbocharged,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
Ford Motor Company,Ford,FLEX AWD,265,3.5,6,A,6,16,22,18,No,Naturally Aspirated,Automatic - Selectable,All Wheel Drive,Gasoline (Regular Unleaded Recommended),MFI (Multipoint/sequential fuel injection)
General Motors,GMC,ACADIA AWD,513,2.5,4,A,6,21,25,23,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,ACADIA AWD,527,3.6,6,A,6,18,25,20,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,ACADIA LIMITED AWD,561,3.6,6,A,6,15,22,17,No,Naturally Aspirated,Automatic,All Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,K1500 YUKON 4WD,636,5.3,8,A,6,16,22,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,K1500 YUKON 4WD,594,5.3,8,A,6,16,22,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,K1500 YUKON 4WD,575,6.2,8,A,8,15,20,17,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
General Motors,GMC,K1500 YUKON XL 4WD,635,5.3,8,A,6,15,22,18,No,Naturally Aspirated,Automatic,4 Wheel Drive,Gasoline (Regular Unleaded Recommended),GDI (Spark Ignition Direct Injection)
